1	41	-0.388497
1	42	4.550601
1	43	0.499529
1	44	1.772154
1	45	-3.885508
1	46	7.689048
1	47	5.008639
1	48	3.600956
1	49	2.64665
1	50	3.553176
1	51	3.442528
1	52	3.038826
1	53	3.076562
1	54	5.613036
1	55	3.848243
1	56	3.279156
1	57	4.338233
1	58	5.655166
1	59	2.638441
1	60	2.515251
1	61	3.708692
1	62	6.415872
1	63	4.882075
1	64	1.97259
1	65	-4.360281
1	66	0.186743
1	67	2.239531
1	68	3.617477
1	69	7.505251
1	70	3.509857
1	71	7.044821
1	72	-2.276195
1	73	0.582537
1	74	5.168011
1	75	-1.604669
1	76	-4.318847
1	77	5.297388
1	78	3.647358
1	79	3.021522
1	80	10.286561
1	81	-3.975496
1	82	-4.850955
1	83	2.322735
1	84	1.32923
1	85	-6.35629
1	86	-0.478829
1	87	5.109658
1	88	2.382246
1	89	1.46023
1	90	-0.066314
1	91	2.578478
1	92	5.475246
1	93	4.087255
1	94	-4.274988
1	95	2.557445
1	96	3.225417
1	97	3.640023
1	98	5.631757
1	99	1.170289
1	100	-1.544704
1	101	1.612397
1	102	1.505944
1	103	1.317105
1	104	5.209661
1	105	2.786601
1	106	5.060279
1	107	-5.885787
1	108	3.442371
1	109	6.038876
1	110	3.477056
1	111	2.084477
1	112	1.972044
1	113	6.305328
1	114	2.560602
1	115	4.597556
1	116	3.899522
1	117	4.408505
1	118	4.767255
1	119	1.901688
1	120	2.626453
1	121	1.059027
1	122	3.692572
1	123	-2.998932
1	124	0.400778
1	125	-0.093973
1	126	-1.271083
1	127	5.88939
1	128	5.252229
1	129	5.843412
1	130	3.410192
1	131	4.73255
1	132	3.869798
1	133	-1.733143
1	134	3.375968
1	135	4.62709
2	41	-1.533427
2	42	0.771769
2	43	-3.376472
2	44	-0.236235
2	45	-4.924239
2	46	4.836022
2	47	4.437134
2	48	3.753541
2	49	0.157592
2	50	5.587342
2	51	0.68065
2	52	2.962105
2	53	3.392224
2	54	6.266011
2	55	5.036873
2	56	1.568188
2	57	0.199244
2	58	3.803689
2	59	2.536327
2	60	1.097866
2	61	5.513838
2	62	8.466202
2	63	2.862951
2	64	2.503633
2	65	-4.92861
2	66	-0.285327
2	67	-0.502757
2	68	2.338956
2	69	2.975586
2	70	2.34723
2	71	5.53014
2	72	-2.260355
2	73	-0.010454
2	74	6.684493
2	75	-2.258275
2	76	-5.99947
2	77	4.578151
2	78	2.730903
2	79	3.706927
2	80	7.860413
2	81	-7.112436
2	82	-4.979822
2	83	0.775562
2	84	-1.496899
2	85	-5.848644
2	86	0.473313
2	87	3.340902
2	88	2.160573
2	89	4.43567
2	90	0.814756
2	91	4.620763
2	92	3.109553
2	93	2.155479
2	94	-1.82809
2	95	3.714409
2	96	5.832317
2	97	2.770312
2	98	4.96776
2	99	3.303591
2	100	-0.144609
2	101	4.471694
2	102	-0.331976
2	103	4.017478
2	104	5.314755
2	105	2.954243
2	106	5.250291
2	107	-4.456366
2	108	3.726071
2	109	5.625129
2	110	3.977484
2	111	5.424399
2	112	4.22859
2	113	5.70528
2	114	6.340008
2	115	6.285596
2	116	4.421107
2	117	5.898027
2	118	5.384878
2	119	5.384767
2	120	5.578164
2	121	5.085774
2	122	1.778221
2	123	3.022897
2	124	5.761333
2	125	4.281429
2	126	1.596247
2	127	5.346627
2	128	5.159223
2	129	5.210281
2	130	5.742892
2	131	6.714965
2	132	3.282152
2	133	-2.921642
2	134	2.208358
2	135	1.678196
3	1	5.457453
3	2	2.712723
3	3	3.624351
3	4	5.741999
3	5	1.465161
3	6	2.230729
3	7	6.26288
3	8	3.840777
3	9	2.934077
3	10	3.602096
3	11	5.337817
3	12	4.67452
3	13	5.924602
3	14	2.860227
3	15	5.345504
3	16	2.750826
3	17	4.078735
3	18	2.858726
3	19	-0.045722
3	20	2.556418
3	21	6.102112
3	22	5.143049
3	23	6.076867
3	24	2.638894
3	25	4.348722
3	26	2.186483
3	27	5.166096
3	28	3.899734
3	29	1.244741
3	30	3.021673
3	31	3.764309
3	32	6.817759
3	33	8.004856
3	34	6.362577
3	35	-3.346971
3	36	6.954116
3	37	3.399804
3	38	6.625299
3	39	5.758769
3	40	3.748865
3	41	-2.413757
3	42	-0.464431
3	43	-3.109945
3	44	-4.843115
3	45	-3.570372
3	46	5.950716
3	47	4.395803
3	48	1.895083
3	49	1.400092
3	50	5.599747
3	51	0.915238
3	52	3.606241
3	53	4.23753
3	54	6.552109
3	55	4.426638
3	56	2.689854
3	57	-0.420853
3	58	2.427414
3	59	2.731482
3	60	2.043222
3	61	1.246557
3	62	2.431616
3	63	5.21754
3	64	1.107553
3	65	-5.496099
3	66	-1.281479
3	67	-1.501273
3	68	0.115978
3	69	4.836718
3	70	0.475361
3	71	6.64929
3	72	-2.434636
3	73	-0.480433
3	74	5.572682
3	75	-2.508278
3	76	-4.198233
3	77	1.319024
3	78	2.470522
3	79	3.245095
3	80	7.004047
3	81	-6.979176
3	82	-5.890316
3	83	-0.146882
3	84	-1.615959
3	85	-5.660727
3	86	-1.416414
3	87	2.936486
3	88	3.178149
3	89	1.471189
3	90	0.602573
3	91	4.575317
3	92	5.139893
3	93	2.743163
3	94	-2.463961
3	95	5.013987
3	96	5.683549
3	97	3.878526
3	98	3.122202
3	99	2.922531
3	100	-2.282763
3	101	4.056304
3	102	-2.082146
3	103	-0.525536
3	104	4.839934
3	105	3.225935
3	106	4.047392
3	107	-5.151019
3	108	2.828106
3	109	6.176463
3	110	4.863117
3	111	0.964262
3	112	4.075888
3	113	5.855405
3	114	6.270331
3	115	3.642703
3	116	3.156625
3	117	2.684867
3	118	4.610518
3	119	-0.74824
3	120	2.21134
3	121	0.915325
3	122	-0.316171
3	123	-3.680094
3	124	3.413564
3	125	0.123731
3	126	2.875741
3	127	6.179703
3	128	1.545801
3	129	5.156425
3	130	3.48737
3	131	2.935791
3	132	2.468481
3	133	-1.025733
3	134	2.557677
3	135	1.246618
4	1	6.177945
4	2	2.71328
4	3	3.208216
4	4	2.671871
4	5	1.482183
4	6	2.062629
4	7	7.901639
4	8	2.634967
4	9	4.12753
4	10	5.346999
4	11	4.215039
4	12	3.405319
4	13	6.253164
4	14	6.389974
4	15	6.007588
4	16	2.494072
4	17	5.701991
4	18	5.833998
4	19	0.628669
4	20	6.422752
4	21	6.967883
4	22	6.383421
4	23	7.726779
4	24	3.080401
4	25	6.146188
4	26	3.88234
4	27	7.88398
4	28	2.253695
4	29	2.081055
4	30	4.944419
4	31	6.281693
4	32	6.775774
4	33	7.093617
4	34	7.627018
4	35	-4.568139
4	36	2.815896
4	37	8.392735
4	38	7.931625
4	39	6.355379
4	40	7.846441
4	41	-0.242285
4	42	3.206106
4	43	-1.535699
4	44	0.341014
4	45	-2.935497
4	46	7.214968
4	47	5.018599
4	48	4.77967
4	49	0.021256
4	50	6.010704
4	51	0.535024
4	52	2.536226
4	53	1.654415
4	54	6.510779
4	55	4.308124
4	56	2.465922
4	57	0.862753
4	58	1.939996
4	59	2.510351
4	60	2.166049
4	61	1.631168
4	62	4.416278
4	63	7.475859
4	64	1.339894
4	65	-3.91217
4	66	-0.988238
4	67	-5.323913
4	68	-2.090684
4	69	6.632657
4	70	1.613086
4	71	5.646698
4	72	-2.52485
4	73	-0.247191
4	74	4.652825
4	75	-3.878875
4	76	-2.837995
4	77	3.889006
4	78	1.696609
4	79	5.748523
4	80	8.391005
4	81	-7.164572
4	82	-5.551519
4	83	1.199063
4	84	-1.415101
4	85	-6.780268
4	86	-0.831701
4	87	5.556926
4	88	3.518364
4	89	1.420659
4	90	0.366726
4	91	2.568876
4	92	4.223853
4	93	4.158497
4	94	-2.79008
4	95	1.058448
4	96	4.305218
4	97	0.624584
4	98	5.673848
4	99	0.159125
4	100	-2.004235
4	101	2.069077
4	102	-4.105555
4	103	1.633988
4	104	3.589065
4	105	3.423937
4	106	4.495346
4	107	-4.439848
4	108	1.576343
4	109	4.529101
4	110	1.816328
4	111	0.17692
4	112	2.575329
4	113	5.991352
4	114	5.064372
4	115	6.392269
4	116	1.256022
4	117	4.223113
4	118	1.344527
4	119	0.002473
4	120	4.880847
4	121	-1.065521
4	122	-0.283954
4	123	-4.216971
4	124	-2.991458
4	125	-2.369833
4	126	2.342638
4	127	4.311074
4	128	3.314183
4	129	5.709446
4	130	4.679426
4	131	5.23288
4	132	2.981479
4	133	-0.122957
4	134	2.493732
4	135	1.780458
5	1	5.33446
5	2	2.920095
5	3	5.178677
5	4	4.052952
5	5	5.478771
5	6	2.72454
5	7	6.826402
5	8	2.262218
5	9	5.748115
5	10	5.038357
5	11	2.69042
5	12	6.047283
5	13	5.812025
5	14	6.118648
5	15	6.108384
5	16	2.968359
5	17	5.860228
5	18	3.393263
5	19	-0.312781
5	20	5.12592
5	21	5.039199
5	22	5.893791
5	23	5.64017
5	24	2.97301
5	25	4.935753
5	26	3.944194
5	27	5.698749
5	28	1.85618
5	29	4.353713
5	30	3.221746
5	31	5.776739
5	32	5.272093
5	33	6.765179
5	34	6.411144
5	35	-2.714573
5	36	6.391656
